entityName,name,purpose,dataType,isNullable,display_name,description,file_path
purchaseInvoiceData,invoiceAmountDebitCreditIndicator,hasA,string,false,invoiceAmountDebitCreditIndicator,Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceAmountLocal,hasA,decimal,false,invoiceAmountLocal,Amount of the transaction in the local (foreign) currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceAmountLocalCurrency,hasA,string,false,invoiceAmountLocalCurrency,"Three-letter currency code according to ISO 4217 standard for the local (foreign) currency, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceAmountReporting,hasA,decimal,false,invoiceAmountReporting,Transaction monetary amount recorded in the reporting currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceAmountReportingCurrency,hasA,string,false,invoiceAmountReportingCurrency,"Three-letter currency code according to ISO 4217 for the currency in which a reporting entity prepares its financial statements, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceDate,hasA,datetime,false,invoiceDate,"The date of the invoice, regardless of the date the invoice is entered. This is the date from which the due date is calculated based on the invoice terms.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceDocumentReference,hasA,string,false,invoiceDocumentReference,"The reference number (invoice number) on the purchase invoice, the reference number provided by the supplier.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceDueDate,hasA,datetime,false,invoiceDueDate,The date payment is due from the customer. Aging of a receivable is usually calculated based on this date.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceId,hasA,string,false,invoiceId,"Unique identifier for each invoice. This ID may need to be created by concatenating fields (e.g. document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceLineAmount,hasA,decimal,false,invoiceLineAmount,Transaction monetary amount recorded in the functional currency. No multicurrency translation should need to be performed on this amount because all transactions should be recorded in a single currency. Must be absolute.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceLineAmountExchangeRate,hasA,decimal,false,invoiceLineAmountExchangeRate,The exchange rate used. Currency Amount x Exchange Rate = Amount.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceLineAmountLocal,hasA,decimal,false,invoiceLineAmountLocal,Amount of the transaction in the local (foreign) currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceLineAmountLocalCurrency,hasA,string,false,invoiceLineAmountLocalCurrency,"Three-letter currency code according to ISO 4217 standard for the local (foreign) currency, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceLineAmountReporting,hasA,decimal,false,invoiceLineAmountReporting,Transaction monetary amount recorded in the reporting currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceLocalCurrency,hasA,decimal,false,invoiceLocalCurrency,Amount of the transaction in the local (foreign) currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceNo,hasA,string,false,invoiceNo,Identification number for an externally generated invoice.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceReportingCurrency,hasA,string,false,invoiceReportingCurrency,"Three-letter currency code according to ISO 4217 for the currency in which a reporting entity prepares its financial statements, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,invoiceType,hasA,string,false,invoiceType,"Type of invoice, e.g. debit invoice, credit invoice, cash, ticket, etc.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineAccountId,hasA,string,false,lineAccountId,"General Ledger Account code of the GL-revenue-account. Can be including sub-account ID. It can contain many different levels to identify the account. It could include cost centres such as company, division, region, group, branch, department, etc.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineApprovedBy,hasA,string,false,lineApprovedBy,userId (from userListing) for person who approved the entry.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineApprovedDateTime,hasA,datetime,false,lineApprovedDateTime,The date and time the entry was approved.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineCreditNoteReason,hasA,string,false,lineCreditNoteReason,Credit note reason or rationale.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineCreditNoteReference,hasA,string,false,lineCreditNoteReference,Credit note reference (where applicable) to original invoice.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineDebitCreditIndicator,hasA,string,false,lineDebitCreditIndicator,Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineDeliveryDate,hasA,datetime,false,lineDeliveryDate,The date of the delivery.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineDescription,hasA,string,false,lineDescription,Description of Invoice Line.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineFromDate,hasA,datetime,false,lineFromDate,Start date of the deliveries.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineGoodsServicesId,hasA,string,false,lineGoodsServicesId,Indicator showing if goods or service.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineInvoiceDueDate,hasA,datetime,false,lineInvoiceDueDate,The date payment is due to the supplier. Not all transactions will have a due date (e.g. credit memos). Aging of a payable is usually calculated based on this date.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineInvoiceLocalCurrency,hasA,string,false,lineInvoiceLocalCurrency,"Three-letter currency code according to ISO 4217 standard for the local (foreign) currency, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineInvoiceReportingCurrency,hasA,string,false,lineInvoiceReportingCurrency,"Three-letter currency code according to ISO 4217 for the currency in which a reporting entity prepares its financial statements, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineInvoiceUOM,hasA,string,false,lineInvoiceUOM,"Quantity unit of measure, e.g. pack of 12.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineLineNumber,hasA,string,false,lineLineNumber,Line item number of the invoice.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineMovementReference,hasA,string,false,lineMovementReference,Unique reference to the movement.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineOrderDate,hasA,datetime,false,lineOrderDate,The date of order.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineOriginatingON,hasA,string,false,lineOriginatingON,Origination Order Number.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineProductCode,hasA,string,false,lineProductCode,"Unique identifier for each purchased product. This ID may need to be created by concatenating fields (e.g. business unit, product number, year, etc.) to uniquely identify each product.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineProductDescription,hasA,string,false,lineProductDescription,Product (plain language) description to indicate the name or other identifying characteristics of the product.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineProductGroup01,hasA,string,false,lineProductGroup01,"Product descriptor #1, e.g. tyres or accessories.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineProductGroup02,hasA,string,false,lineProductGroup02,"Product descriptor #2, e.g. brand.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,linePurchaseOrderId,hasA,string,false,linePurchaseOrderId,Purchase order ID associated with this invoice line.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,linePurchaseOrderLineId,hasA,string,false,linePurchaseOrderLineId,"Identifier for purchase order line number. Must match lineLineNumber used in purchaseOrderDate. If no purchase order, leave blank.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineQuantity,hasA,decimal,false,lineQuantity,Quantity of goods and services supplied.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromAdditionalAddressDetail,hasA,string,false,lineShipFromAdditionalAddressDetail,Additional detail required for the shipping address.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromAddressType,hasA,string,false,lineShipFromAddressType,"Field to differentiate between multiple addresses. To indicate the type of address, choose from the predefined enumeration, e.g. StreetAddress PostalAddress, BillingAddress.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromBuilding,hasA,string,false,lineShipFromBuilding,The physical building shipping address of the supplier.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromCity,hasA,string,false,lineShipFromCity,The physical city in the shipping address of the supplier.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromCountry,hasA,string,false,lineShipFromCountry,"Two-letter country code according to ISO 3166-1 alpha 2 standard, e.g. NL for the Netherlands.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromDeliveryDate,hasA,datetime,false,lineShipFromDeliveryDate,Date goods are dispatched.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromDeliveryId,hasA,string,false,lineShipFromDeliveryId,Identification of the delivery.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromLocationId,hasA,string,false,lineShipFromLocationId,Warehouse where goods held - also to identify work-in-progress or stock-in-transit.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromNumber,hasA,string,false,lineShipFromNumber,The building or other number of the shipping address of the supplier.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromPostalCode,hasA,string,false,lineShipFromPostalCode,The postcode of the shipping address.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromRegion,hasA,string,false,lineShipFromRegion,The physical state or province where the supplier is located. Recommend ISO 3166-2.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromStreetName,hasA,string,false,lineShipFromStreetName,The street from which goods will be shipped.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromUCR,hasA,string,false,lineShipFromUCR,Location of goods in warehouse.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipFromWarehouseId,hasA,string,false,lineShipFromWarehouseId,Warehouse where goods held - also to identify work-in-progress or stock-in-transit.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToAdditionalAddressDetail,hasA,string,false,lineShipToAdditionalAddressDetail,Additional detail required for the address to which items will be shipped.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToAddressType,hasA,string,false,lineShipToAddressType,"Field to differentiate between multiple addresses. To indicate the type of address, choose from the predefined enumeration, e.g. StreetAddress PostalAddress, BillingAddress.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToBuilding,hasA,string,false,lineShipToBuilding,The physical building shipping to address.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToCity,hasA,string,false,lineShipToCity,The physical city to which the goods will be shipped.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToCountry,hasA,string,false,lineShipToCountry,"Two-letter country code according to ISO 3166-1 alpha 2 standard, e.g. NL for the Netherlands.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToDeliveryDate,hasA,datetime,false,lineShipToDeliveryDate,The date goods are delivered.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToDeliveryId,hasA,string,false,lineShipToDeliveryId,Identification of the delivery.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToLocationId,hasA,string,false,lineShipToLocationId,Location of goods in warehouse.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToNumber,hasA,string,false,lineShipToNumber,The building or other number to which the goods will be shipped.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToPostalCode,hasA,string,false,lineShipToPostalCode,The postcode of the shipping to address.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToRegion,hasA,string,false,lineShipToRegion,The physical state or province where the supplier is located. Recommend ISO 3166-2.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToStreetName,hasA,string,false,lineShipToStreetName,The street to which goods will be delivered.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToUCR,hasA,string,false,lineShipToUCR,Unique consignment reference number.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShipToWarehouseId,hasA,string,false,lineShipToWarehouseId,Warehouse where goods held - also to identify work-in-progress or stock-in-transit.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShippingCostsAmount,hasA,decimal,false,lineShippingCostsAmount,Transaction monetary amount recorded in the functional currency. No multicurrency translation should need to be performed on this amount because all transactions should be recorded in a single currency. Must be absolute.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShippingCostsAmountExchangeRate,hasA,decimal,false,lineShippingCostsAmountExchangeRate,The exchange rate used. Currency Amount x Exchange Rate = Amount.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShippingCostsAmountLocal,hasA,decimal,false,lineShippingCostsAmountLocal,Amount of the transaction in the local (foreign) currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineShippingCostsAmountLocalCurrency,hasA,string,false,lineShippingCostsAmountLocalCurrency,"Three-letter currency code according to ISO 4217 standard for the local (foreign) currency, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineSystemEntryDateTime,hasA,datetime,false,lineSystemEntryDateTime,"The date the transaction was entered into the system. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entered date), when possible. This date does not necessarily correspond with the date of the transaction itself.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineSystemEntryUser,hasA,string,false,lineSystemEntryUser,userId (from userListing) for person who created the record.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineSystemModifiedDateTime,hasA,datetime,false,lineSystemModifiedDateTime,The date and time the entry was last modified.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineSystemModifiedUser,hasA,string,false,lineSystemModifiedUser,userId (from userListing) for the last person modifying this entry.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineTaxInformationTaxAmount,hasA,decimal,false,lineTaxInformationTaxAmount,Transaction monetary amount recorded in the functional currency. No multicurrency translation should need to be performed on this amount because all transactions should be recorded in a single currency. Must be absolute.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineTaxInformationTaxAmountExchangeRate,hasA,decimal,false,lineTaxInformationTaxAmountExchangeRate,The exchange rate used. Currency Amount x Exchange Rate = Amount.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineTaxInformationTaxAmountLocal,hasA,decimal,false,lineTaxInformationTaxAmountLocal,Amount of the transaction in the local (foreign) currency.,abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
purchaseInvoiceData,lineTaxInformationTaxAmountLocalCurrency,hasA,string,false,lineTaxInformationTaxAmountLocalCurrency,"Three-letter currency code according to ISO 4217 standard for the local (foreign) currency, e.g. EUR for the Euros or USD for American Dollars.",abfss://demo-ext@demoucextstoragejwest.dfs.core.windows.net/engineb-cdm/purchaseInvoiceData.json
